law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
MUR2383,Murchison & Cumming,,,,,,,,,Murchison & Cumming,99,23,71,8,5,"California, Georgia, Nevada, Ohio, Texas",58,1,0,15,6,16,1,2,1,1,0,16,0,17,2,0,0,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,11,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MUR2202,Murtha Cullina,,,,,,,,,Murtha Cullina,67,20,38,9,9,"Arizona, Connecticut, Massachusetts, New Jersey, New York, North Carolina, Ohio, Washington, Wyoming",37,0,8,2,5,11,0,13,0,3,0,0,3,4,0,0,0,0,5,2,0,16,0,0,0,37,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUS1392,Musick Peeler & Garrett,,,,,,,,,Musick Peeler & Garrett,138,23,111,10,7,"Arkansas, California, Florida, Indiana, Kentucky, Nevada, New York",65,0,0,34,12,10,0,1,2,0,0,63,2,2,0,0,0,3,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,5,14,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NAM6706,Naman Howell Smith & Lee,,,,,,,,,Naman Howell Smith & Lee,232,28,201,6,3,"Colorado, Indiana, Texas",50,0,1,9,2,11,5,7,0,2,0,25,30,6,0,1,0,125,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,51,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEA5656,"Neal, Gerber & Eisenberg",,,,,,,,,"Neal, Gerber & Eisenberg",98,24,74,24,17,"California, Delaware, Florida, Illinois, Indiana, Louisiana, Maryland, Massachusetts, Minnesota, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Texas, Washington",73,0,1,1,2,14,3,26,1,4,0,7,9,0,1,0,0,4,15,1,0,1,0,0,0,0,2,0,3,0,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,5,54,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0
NEL7379,Nelson Hardiman,,,,,,,,,Nelson Hardiman,15,10,5,3,3,"California, District of Columbia, Georgia",13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
NEL6571,Nelson Mullins,,,,386,Nelson Mullins Riley & Scarborough,721334,urn:entity:lfm-721334,https://yoda.lexisai.aws.lexis.com/lawfirms/721334,Nelson Mullins Riley & Scarborough,"1,999",261,"1,691",83,50,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin, Wyoming",559,7,25,56,185,259,10,127,3,69,7,123,18,696,17,7,3,86,54,38,3,55,10,6,1,15,23,1,61,9,2,5,20,14,5,7,1,89,56,58,66,327,40,9,17,41,3,5,3,3,5,4,79,12,21,23,14,20,3,22,19,21,28,18,0,10,0,3,3,8,2,0,1,2,0,45,7,5,2,3,1,0,6,58,16,21,10,0,0,3,1,1,0,2,0,3,23,12,7,0,0,3,6,1,9,14,7,119,18,141,16,136,13,17
NEX4110,Nexsen Pruet,,,,,,,,,Nexsen Pruet,307,68,230,29,22,"Alabama, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Indiana, Kentucky, Maryland, Michigan, Missouri, Nevada, New Jersey, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Texas, Utah",77,7,0,2,7,68,6,68,5,19,0,29,6,17,3,3,1,29,16,11,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,30,18,22,195,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,8,0,6
NIC4032,Nicolaides Fink Thorpe Michaelides Sullivan,,,,,,,,,Nicolaides Fink Thorpe Michaelides Sullivan,119,53,64,35,23,"California, Colorado, Connecticut, Georgia, Hawaii, Illinois, Indiana, Maryland, Michigan, Missouri, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Texas, Utah, Washington, Wisconsin",101,0,1,1,0,0,0,1,1,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,1,1,1,1,0,0,0,3,14,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,26,3,9,3,0,2,0,0,4,0,0,1,2,7,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
NIL2967,Nilan Johnson,,,,138645,Nilan Johnson Lewis,622279,urn:entity:lfm-622279,https://yoda.lexisai.aws.lexis.com/lawfirms/622279,Nilan Johnson Lewis,256,23,232,34,29,"Arizona, California, Colorado, Florida, Georgia, Idaho, Illinois, Indiana, Iowa, Kansas, Louisiana, Maine, Massachusetts, Michigan, Minnesota, Nebraska, New Jersey, New York, North Dakota, Oklahoma, Oregon, South Carolina, South Dakota, Tennessee, Texas, Virginia, Washington, West Virginia, Wisconsin",83,0,0,4,8,28,1,53,0,45,1,7,0,82,1,0,0,8,4,13,2,2,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,7,4,0,0,2,0,176,0,0,1,2,3,0,3,1,0,5,0,0,0,1,0,0,0,3,0,2,1,1,0,0,0,1,0,0,0,0,0,14,0,3,0,3,0,0
NIX1069,Nixon Peabody,,,,48330837,Nixon Peabody,270823,urn:entity:lfm-270823,https://yoda.lexisai.aws.lexis.com/lawfirms/270823,Nixon Peabody,555,146,395,56,37,"Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oregon, Pennsylvania, Rhode Island, South Carolina, Texas, Utah, Vermont, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin",294,7,2,32,7,110,19,122,5,22,4,7,45,38,10,0,1,17,60,22,2,44,10,38,0,10,34,18,63,45,3,8,7,3,1,3,1,4,0,1,2,1,14,1,1,0,1,0,0,0,0,6,1,3,5,0,0,2,0,4,3,0,0,0,0,39,0,1,1,1,2,1,0,0,0,2,2,1,0,0,0,1,8,59,10,35,11,0,0,0,0,2,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,8,0,10,1,1,0,12
NOR3218,Norris McLaughlin,,,,,,,,,Norris McLaughlin,157,62,89,19,14,"Arizona, California, District of Columbia, Florida, Maryland, Michigan, Nevada, New Jersey, New York, North Carolina, Pennsylvania, South Carolina, Texas, Washington",94,2,4,26,2,24,4,6,1,1,0,2,4,31,1,0,1,5,15,6,0,0,0,0,0,0,20,2,27,0,0,0,50,15,4,1,0,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
NOR7957,Norton Rose Fulbright,,,,61890,Norton Rose Fulbright US LLP,115605,urn:entity:lfm-115605,https://yoda.lexisai.aws.lexis.com/lawfirms/115605,Norton Rose Fulbright US LLP,522,93,397,59,36,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nevada, New Mexico, New York, North Dakota, Ohio, Oklahoma, Pennsylvania, Rhode Island, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin, Wyoming",256,16,16,12,17,90,11,100,3,16,4,20,88,13,33,10,1,10,22,19,0,1,0,1,0,1,20,0,33,4,0,10,0,4,2,2,0,4,0,0,0,0,14,1,0,0,3,0,1,0,4,29,33,111,90,0,0,3,0,4,2,1,1,1,0,2,2,0,3,1,0,2,1,0,0,17,1,1,0,4,0,0,3,33,1,18,5,0,0,0,1,2,0,0,0,1,5,2,8,4,1,2,2,3,0,1,1,6,0,1,1,3,0,4
NOS9631,Nossaman,,,,15673,Nossaman,92764,urn:entity:lfm-92764,https://yoda.lexisai.aws.lexis.com/lawfirms/92764,Nossaman,73,19,45,13,10,"Arizona, California, District of Columbia, Louisiana, Nevada, North Carolina, Oregon, Texas, Utah, Washington",65,1,2,2,6,8,0,16,14,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,8,13,4,0,0,0,0,2,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
NUT1674,"Nutter, McClennen & Fish",,,,,,,,,"Nutter, McClennen & Fish",70,21,46,22,16,"California, Connecticut, Delaware, Florida, Illinois, Kentucky, Louisiana, Massachusetts, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oregon, Rhode Island, Texas",44,0,0,0,1,18,7,5,0,0,0,3,3,23,2,0,0,2,9,3,0,43,1,1,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NYE3832,Nyemaster Goode,,,,,,,,,Nyemaster Goode,137,36,98,10,7,"Delaware, Florida, Illinois, Iowa, Michigan, South Dakota, Texas",23,2,1,0,2,17,5,40,0,8,1,11,15,8,0,0,0,9,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OHM3563,O'Hagan Meyer,,,,,,,,,O'Hagan Meyer,752,50,696,43,25,"Arizona, California, Colorado, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Maryland, Massachusetts, Michigan, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oregon, Pennsylvania, Texas, Virginia, Virgin Islands, West Virginia, Wisconsin",279,2,2,207,33,60,2,212,2,3,1,19,4,14,6,2,0,117,13,10,0,14,1,0,0,0,16,0,103,1,0,15,10,50,12,21,1,12,2,1,5,0,82,22,1,0,0,0,0,0,0,0,0,1,4,0,0,5,2,1,1,0,0,0,9,221,5,12,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,51,6,14,2,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,6,0,5,0,19
OMM7760,O'Melveny,,,,67505,O'Melveny & Myers,91530,urn:entity:lfm-91530,https://yoda.lexisai.aws.lexis.com/lawfirms/91530,O'Melveny & Myers,558,109,396,49,33,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, New Jersey, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Texas, Utah, Virginia, Washington, Wisconsin",276,35,25,14,13,54,19,23,1,35,8,19,139,19,39,0,0,11,15,8,0,7,0,1,3,5,13,3,79,0,0,56,14,7,0,0,0,1,0,0,0,1,8,0,0,0,1,3,0,0,0,26,11,5,52,0,1,1,0,2,0,0,0,0,0,20,0,0,0,1,1,2,1,0,0,3,1,2,0,0,0,0,2,76,12,75,15,0,1,0,0,4,0,3,0,1,5,0,0,2,0,1,1,0,0,1,0,3,0,6,1,2,0,16
ONB6174,O'Neill & Borges,,,,,,,,,O'Neill & Borges,63,14,46,1,0,,11,1,1,7,0,14,3,11,1,1,0,0,0,1,0,1,0,5,1,2,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
