law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
FIT2993,Fitch Even,,,,18105,"Fitch, Even, Tabin & Flannery",111501,urn:entity:lfm-111501,https://yoda.lexisai.aws.lexis.com/lawfirms/111501,"Fitch, Even, Tabin & Flannery",30,21,9,13,9,"Alabama, California, Delaware, Florida, Illinois, Iowa, New York, Texas, Virginia",29,0,0,0,0,10,1,0,0,0,0,0,22,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
FLA5125,Flaster/Greenberg,,,,,,,,,Flaster/Greenberg,79,31,43,12,10,"California, Delaware, Florida, Illinois, Massachusetts, New Jersey, New York, Ohio, Pennsylvania, Texas",59,0,2,1,2,11,3,2,0,2,0,20,15,0,1,0,0,0,14,4,0,1,0,0,0,0,3,0,8,0,0,6,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
FOL2461,Foley & Lardner,,,,4856,Foley & Lardner,128224,urn:entity:lfm-128224,https://yoda.lexisai.aws.lexis.com/lawfirms/128224,Foley & Lardner,"1,060",276,721,72,44,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Guam, Illinois, Indiana, Iowa, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin, Wyoming",469,24,36,25,73,275,25,140,4,19,7,19,145,48,21,3,1,20,82,33,0,24,1,4,1,5,14,1,54,1,0,39,15,11,2,8,0,6,1,1,4,12,19,0,4,0,6,0,3,0,1,35,40,66,41,4,2,64,5,6,10,0,3,0,4,66,2,9,7,29,19,2,0,0,3,8,8,6,1,1,0,0,5,83,6,49,17,1,0,0,0,11,0,2,0,2,16,0,2,1,0,1,35,1,0,5,0,61,10,57,1,5,1,10
FOL6060,Foley & Mansfield,,,,15692,Foley & Mansfield,589057,urn:entity:lfm-589057,https://yoda.lexisai.aws.lexis.com/lawfirms/589057,Foley & Mansfield,186,13,167,36,23,"California, Colorado, District of Columbia, Florida, Illinois, Indiana, Kansas, Kentucky, Louisiana, Michigan, Minnesota, Missouri, Montana, New Jersey, New York, North Dakota, Ohio, Oregon, Pennsylvania, South Dakota, Texas, Virgin Islands, Washington",163,0,5,8,3,15,0,28,1,1,0,7,0,92,1,1,0,8,1,4,0,0,0,0,0,0,1,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,20,2,1,0,0,0,1,1,0,0,1,20,7,2,0,0,0,0,1,11,3,0,1,0,0,0,0,0,0,25,6,1,0,2,1,0,0,18,2,15,3,0,0,0,1,0,0,7,1,6,1,1,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,1
FOL7287,Foley Hoag,,,,1910,Foley Hoag,301137,urn:entity:lfm-301137,https://yoda.lexisai.aws.lexis.com/lawfirms/301137,Foley Hoag,148,38,104,25,18,"Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Illinois, Louisiana, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Oklahoma, Oregon, Pennsylvania, South Carolina",115,0,2,10,4,28,1,3,2,1,1,5,9,2,5,0,0,1,5,10,0,46,1,0,0,2,13,2,35,0,0,2,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,7
FOR5804,FordHarrison,,,,87952,FordHarrison,111730,urn:entity:lfm-111730,https://yoda.lexisai.aws.lexis.com/lawfirms/111730,FordHarrison,"1,244",76,"1,143",66,36,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia",435,0,0,107,17,70,9,912,0,37,2,3,1,0,1,1,0,7,6,35,0,7,0,3,0,35,19,0,44,1,0,0,45,19,3,2,0,24,16,2,17,48,11,4,0,0,1,0,1,7,2,9,25,6,12,2,5,0,0,1,1,14,36,27,3,34,14,1,4,0,0,7,0,1,0,4,9,7,2,0,0,0,2,79,10,21,18,0,1,0,0,3,0,0,0,0,2,5,1,2,0,2,1,0,6,25,1,241,34,144,14,75,11,11
FOS9990,Foster Garvey,,,,,,,,,Foster Garvey,123,36,83,21,16,"Alaska, Arizona, California, Colorado, Delaware, Florida, Hawaii, Massachusetts, Minnesota, Montana, New York, North Carolina, Oklahoma, Oregon, Virginia, Washington",56,1,3,9,3,23,3,7,3,2,0,11,7,1,2,0,0,4,12,6,0,1,0,0,0,0,4,1,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,0,0,1,0,2,0,0,13,11,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FOW8015,Fowler White Burnett,,,,,,,,,Fowler White Burnett,336,63,261,8,5,"Florida, Hawaii, Minnesota, New Jersey, New York",56,0,1,14,6,18,1,13,0,1,0,74,4,12,2,0,1,73,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29,247,0,0,0,0
FOX8115,Fox Rothschild,,,,15810286,Fox Rothschild,887316,urn:entity:lfm-887316,https://yoda.lexisai.aws.lexis.com/lawfirms/887316,Fox Rothschild,"1,728",466,"1,189",75,44,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin, Wyoming",574,21,59,112,60,403,51,238,5,71,6,107,46,65,13,8,2,59,138,63,0,7,0,1,1,3,50,6,170,3,0,43,159,216,21,23,0,17,62,44,16,37,23,2,1,2,0,0,2,0,0,18,33,25,26,2,0,9,2,9,7,2,4,3,2,53,2,3,2,1,2,1,0,0,4,39,6,7,0,2,0,1,11,93,16,33,9,0,3,1,0,35,0,4,9,59,26,2,7,2,0,4,3,2,0,2,0,53,6,101,13,48,3,9
FRA8329,Fragomen,,,,141893326,"Fragomen, Del Rey, Bernsen & Loewy",39453,urn:entity:lfm-39453,https://yoda.lexisai.aws.lexis.com/lawfirms/39453,"Fragomen, Del Rey, Bernsen & Loewy",84,80,2,18,13,"Arizona, California, Connecticut, District of Columbia, Missouri, Nevada, New Jersey, New York, Ohio, Pennsylvania, Texas, Virginia, Washington",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,12,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
FRA5849,Frankfurt Kurnit Klein & Selz,,,,,,,,,Frankfurt Kurnit Klein & Selz,72,21,47,14,10,"Alabama, California, Louisiana, Mississippi, New Jersey, New Mexico, New York, Oregon, Texas, Virginia",54,0,0,6,1,17,18,3,0,0,1,0,0,0,0,0,0,3,16,2,0,0,0,0,0,0,2,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FRA3737,Franklin & Prokopik,,,,,,,,,Franklin & Prokopik,208,13,190,10,8,"Delaware, District of Columbia, Maryland, New Jersey, Ohio, Pennsylvania, Virginia, West Virginia",60,1,1,3,2,15,0,5,0,0,0,22,0,14,0,1,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,135,0,0,0,0,24,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FRA7996,Frantz Ward,,,,16092,Frantz Ward,1150440,urn:entity:lfm-1150440,https://yoda.lexisai.aws.lexis.com/lawfirms/1150440,Frantz Ward,167,36,127,25,20,"Arizona, California, Colorado, District of Columbia, Florida, Illinois, Indiana, Kansas, Kentucky, Louisiana, Michigan, Missouri, Nevada, New York, Ohio, Pennsylvania, Texas, Virginia, West Virginia, Wisconsin",60,0,0,1,2,31,0,37,0,26,0,22,1,13,2,8,0,5,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,97,43,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FRE6083,Fredrikson & Byron,,,,8970,Fredrikson & Byron,289931,urn:entity:lfm-289931,https://yoda.lexisai.aws.lexis.com/lawfirms/289931,Fredrikson & Byron,208,57,142,34,25,"Arizona, California, Connecticut, Delaware, District of Columbia, Florida, Hawaii, Illinois, Iowa, Kansas, Minnesota, Missouri, Nebraska, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, South Dakota, Tennessee, Texas, Virginia, Wisconsin",87,2,2,7,2,60,4,32,2,3,3,7,12,7,2,1,1,15,15,18,0,0,0,0,0,1,1,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,3,0,3,0,0,9,0,0,0,0,8,0,0,3,17,96,1,1,1,24,1,0,2,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,8,0,1,0,0,0,1
FRE4982,Freeborn & Peters,,,,,,,,,Freeborn & Peters,285,59,217,36,23,"Alabama, Arizona, Arkansas, California, Colorado, Delaware, Florida, Georgia, Illinois, Indiana, Louisiana, Michigan, Minnesota, Missouri, Nevada, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Texas, Virginia, Wisconsin",160,6,3,4,13,32,4,12,2,7,1,115,29,1,3,1,0,5,12,12,0,0,0,0,0,0,7,0,12,0,0,7,3,2,0,1,0,0,1,0,0,0,19,5,0,0,11,1,3,0,0,7,1,5,11,0,0,2,0,2,0,0,0,0,0,63,0,2,0,3,1,1,0,0,0,2,1,0,0,0,0,0,2,5,0,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,28,48,0,2,0,0
FRE5749,Freeman Mathis,,,,1407688,Freeman Mathis & Gary,709943,urn:entity:lfm-709943,https://yoda.lexisai.aws.lexis.com/lawfirms/709943,Freeman Mathis & Gary,937,106,818,48,32,"Alabama, California, Colorado, Connecticut, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Nevada, New Hampshire, New Jersey, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia, Wisconsin",269,0,1,127,31,60,12,242,0,3,0,142,2,18,4,1,0,137,15,7,0,33,5,1,0,51,4,0,6,0,1,0,25,28,5,8,0,2,3,0,2,6,1,0,1,0,2,0,0,0,0,0,3,0,15,15,9,0,1,7,8,4,5,0,0,8,0,0,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0,42,16,43,9,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,14,2,6,72,378,58,1
FRE1113,Freshfields Bruckhaus Deringer,,,,,,,,,Freshfields Bruckhaus Deringer,103,11,74,19,15,"California, Colorado, Delaware, District of Columbia, Florida, Georgia, Illinois, Maryland, Massachusetts, Minnesota, Missouri, New Jersey, New York, Pennsylvania, Texas",75,18,14,0,1,8,0,1,0,0,0,0,0,0,46,0,0,4,0,1,0,2,0,0,0,0,9,0,36,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,7,0,14,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,11
FRI2395,"Friday, Eldredge & Clark",,,,,,,,,"Friday, Eldredge & Clark",261,43,212,15,12,"Arkansas, California, District of Columbia, Florida, Louisiana, Minnesota, Missouri, New Jersey, New Mexico, North Carolina, Tennessee, Texas",27,1,2,9,5,39,2,79,0,1,0,17,2,23,2,0,0,30,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145,98,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
FRI3491,Fried Frank,,,,80545,"Fried, Frank, Harris, Shriver & Jacobson",122131,urn:entity:lfm-122131,https://yoda.lexisai.aws.lexis.com/lawfirms/122131,"Fried, Frank, Harris, Shriver & Jacobson",46,9,29,14,13,"California, Delaware, District of Columbia, Maryland, Missouri, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, South Carolina, Texas, Virginia",41,0,6,3,3,9,1,0,0,0,0,5,0,0,10,0,0,0,1,2,0,0,0,1,0,0,6,0,22,0,0,2,2,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FRI3426,Friedman Kaplan Seiler & Adelman,,,,,,,,,Friedman Kaplan Seiler & Adelman,58,21,28,9,7,"California, Delaware, Florida, Georgia, New Jersey, New York, Ohio",45,1,6,5,0,22,0,2,0,1,1,1,4,0,6,0,0,2,1,4,0,0,0,0,0,0,8,0,30,2,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
FRO3597,Fross Zelnick,,,,13988,Fross Zelnick Lehrman & Zissu,430074,urn:entity:lfm-430074,https://yoda.lexisai.aws.lexis.com/lawfirms/430074,Fross Zelnick Lehrman & Zissu,44,25,19,15,11,"California, Connecticut, Florida, Georgia, Michigan, Mississippi, New Jersey, New York, Pennsylvania, Texas, Virginia",44,0,0,0,0,5,11,0,0,0,0,0,1,0,0,0,0,0,33,1,0,0,0,0,0,1,4,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FRO3812,Frost Brown Todd,,,,,,,,,Frost Brown Todd,947,154,771,53,35,"Alabama, Arizona, California, Colorado, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Michigan, Minnesota, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wyoming",219,4,14,33,47,157,9,217,5,21,1,91,11,58,6,1,1,131,26,24,0,0,1,2,0,0,2,0,7,0,0,3,3,2,2,10,0,3,0,2,4,4,2,3,7,31,1,0,0,0,0,5,23,26,10,102,102,5,2,49,132,9,18,5,0,8,0,82,237,0,0,0,0,1,0,2,0,0,0,0,0,0,1,6,1,6,0,0,3,0,0,2,0,0,0,2,2,1,0,0,1,0,2,1,0,1,0,4,0,1,0,4,0,2
FUL5541,Fullerton Beck,,,,,,,,,Fullerton Beck,23,1,22,4,3,"New Hampshire, New Jersey, New York",24,0,0,1,0,4,2,2,0,0,0,2,0,2,0,0,0,9,0,0,0,0,1,0,0,0,9,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB1672,GableGotwals,,,,15250,Gable & Gotwals,1191239,urn:entity:lfm-1191239,https://yoda.lexisai.aws.lexis.com/lawfirms/1191239,Gable & Gotwals,319,48,268,18,13,"Arkansas, California, Colorado, Georgia, Illinois, Kansas, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Texas, Virginia",42,4,0,2,5,39,5,19,1,5,1,89,5,2,0,1,1,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,84,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,22,71,122,0,0,0,0,0,0,0,0,0,1,0,0
GAL4122,Gallagher & Kennedy,,,,,,,,,Gallagher & Kennedy,82,45,32,11,9,"Alabama, Alaska, Arizona, Arkansas, California, Florida, Massachusetts, New Mexico, Utah",37,2,1,1,1,6,3,8,4,1,0,3,0,14,3,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,5,0,1,0,0,0,0
GAL6385,Gallagher Evelius & Jones,,,,,,,,,Gallagher Evelius & Jones,38,10,24,8,7,"District of Columbia, Florida, Maryland, Pennsylvania, Tennessee, Virginia, West Virginia",23,0,1,2,3,9,0,6,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
GAL7815,Galloway Johnson,,,,772102,"Galloway, Johnson, Tompkins, Burr & Smith",506799,urn:entity:lfm-506799,https://yoda.lexisai.aws.lexis.com/lawfirms/506799,"Galloway, Johnson, Tompkins, Burr & Smith",905,83,802,22,10,"Alabama, California, Florida, Georgia, Illinois, Louisiana, Mississippi, Missouri, New York, Texas",168,1,1,9,20,23,0,11,3,2,0,506,1,33,0,2,1,240,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,38,232,5,34,32,27,200,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,24,23,15,1,10,0,0
GEN4212,Gentry Locke,,,,,,,,,Gentry Locke,214,47,159,9,8,"District of Columbia, Montana, North Carolina, Oklahoma, South Carolina, Tennessee, Virginia, West Virginia",33,0,8,2,3,22,0,15,0,11,0,11,0,7,0,3,0,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,45,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GER6502,Germer Gertz,,,,,,,,,Germer Gertz,412,16,394,11,6,"Louisiana, Maryland, New Mexico, Oklahoma, Tennessee, Texas",60,0,0,30,3,8,1,25,0,0,1,172,4,52,0,0,0,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,51,21,235,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GIB2576,Gibbons,,,,,,,,,Gibbons,356,144,193,25,21,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Louisiana, Maryland, Massachusetts, Minnesota, New Jersey, New York, Ohio, Oklahoma, Pennsylvania, Rhode Island, Texas, Virginia, West Virginia",118,4,9,20,1,52,15,9,2,45,0,4,101,20,13,1,0,7,12,11,0,1,0,2,0,1,23,2,51,0,0,10,217,13,2,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,10,1,0,0,2
GIB4053,Gibbs & Bruns,,,,6151078,Gibbs & Bruns,1348225,urn:entity:lfm-1348225,https://yoda.lexisai.aws.lexis.com/lawfirms/1348225,Gibbs & Bruns,28,10,13,8,5,"Colorado, Louisiana, New York, Texas, Virginia",27,0,1,0,1,8,0,3,0,0,0,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB4549,Gibson Dunn,,,,7803,"Gibson, Dunn & Crutcher",92847,urn:entity:lfm-92847,https://yoda.lexisai.aws.lexis.com/lawfirms/92847,"Gibson, Dunn & Crutcher","1,244",454,729,67,42,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nevada, New Jersey, New York, North Carolina, Northern Mariana Islands, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin",395,55,26,29,14,116,20,144,7,19,5,29,115,10,100,0,1,34,26,21,4,14,0,1,0,5,26,1,125,1,0,43,22,9,0,4,0,6,0,1,5,2,7,1,0,1,5,3,1,0,3,28,33,18,43,1,1,12,0,7,15,3,1,2,1,24,4,0,1,1,0,3,2,0,0,2,1,5,0,0,0,0,4,406,18,170,18,0,2,0,1,2,1,5,0,16,4,1,0,2,0,0,3,0,1,0,0,7,2,21,1,6,0,55
