law360_firm_id,law360_firm_name,Lawfirm,LawFirmId,AggregatedDealvalue,DealCount,dupe_MA,qualify_MA,notes_MA,combine_MA
,,Preeo Silverman Green & Egle,10022,"$40,000,000.00",1,,,,
BAI2244,,Baird Holm,138,"$39,900,000.00",1,,,,
MAS9419,,Mason Hayes & Curran,4250,"$39,900,000.00",1,,,,
ULM6933,Ulmer & Berne,Ulmer & Berne,2575,"$39,600,000.00",1,,,,
WIL6978,,Wilkinson Barker Knauer,5474,"$39,274,393.00",1,,,,
,,Sher Garner Cahill Richter Klein & Hilbert,10167,"$38,500,000.00",1,,,,
,,Dioguardi Law Firm,9610,"$38,000,000.00",1,,,,
,,Advokatfirman Vinge,3308,"$37,150,815.00",1,,,,
COB8058,Coblentz Patch,Coblentz Patch Duffy & Bass,548,"$37,000,000.00",2,,,,
,,Bolen Fransen Sawyers,6744,"$37,000,000.00",1,,,,
GUN2463,Gunster,"Gunster, Yoakley & Stewart",5668,"$36,900,000.00",2,,,,
PAC2394,,Pachulski Stang Ziehl & Jones,5471,"$36,000,000.00",2,,,,
,,Lavery De Billy,5518,"$36,000,000.00",2,,,,
,,Weirfoulds,5101,"$35,875,000.00",2,,,,
ARC3828,Archer,Archer & Greiner,92,"$35,700,000.00",3,,,,
LAN5015,Lane Powell,Lane Powell,1526,"$35,000,000.00",2,,,,
TAN5322,,Tannenbaum Helpern Syracuse Hirschtritt,2506,"$34,839,292.00",1,,,,
,,"Moomjian, Waite & Coleman",1810,"$34,839,292.00",1,,,,
,,Beijing Tongshang Law Firm,7631,"$34,477,586.00",1,,,,
,,"Cardwell, Hart & Bennett",9602,"$34,400,000.00",1,,,,
,,Gracin & Marlow,6134,"$34,100,000.00",9,,,,
,,Loren P Hansen,8417,"$32,885,274.00",2,,,,
BUR4586,,"Burke, Warren, MacKay & Serritella",387,"$32,000,000.00",1,,,,
MCA3782,McAfee & Taft,McAfee & Taft,1696,"$32,000,000.00",1,,,,
ODI9990,,"Odin, Feldman & Pittleman",9690,"$32,000,000.00",1,,,,
,,Paul Foster Law Offices,10013,"$32,000,000.00",1,,,,
,,"Robert L B Diener, Law Offices of",6316,"$31,295,075.00",2,,,,
GRE8768,Greenspoon Marder,Greenspoon Marder,4938,"$31,000,000.00",1,,,,
,,Piper Alderman Management Pty,10243,"$31,000,000.00",1,,,,
,,Aegis Law,9949,"$30,957,000.00",2,,,,
STR9799,Stradling Yocca,Stradling Yocca Carlson & Rauth,2469,"$30,248,000.00",4,,,,
HUN6993,,Hunter Maclean,9677,"$30,000,000.00",1,,,,
ARN5072,Arnall Golden,Arnall Golden Gregory,100,"$29,800,000.00",3,,,,
,,TroyGould,2562,"$29,500,000.00",4,,,,
,,"Berger, Cohen & Brandt",10057,"$29,000,000.00",1,,,,
,,"Carmel, Milazzo & Dichiara",9143,"$28,891,710.00",5,,,,
PIE5769,Pierce Atwood,Pierce Atwood,2043,"$28,800,000.00",3,,,,
,,Monroe Moxness Berg,10126,"$28,000,000.00",1,,,,
,,McGrail & Bensinger,9261,"$27,221,250.00",2,,,,
,,Gennari Aronson,3873,"$27,000,000.00",2,,,,
,,Kaplan Voekler Cunningham & Frank,7447,"$26,900,000.00",3,,,,
,,Garfinkle Biderman,9826,"$26,038,814.00",5,,,,
,,"Seubert, French, Frimel & Warner",5830,"$25,905,000.00",2,,,,
,,Underwood Law Firm,10165,"$25,900,000.00",1,,,,
HIR1321,,Hirschler Fleischer,1224,"$25,500,000.00",3,,,,
,,JDT Legal,9967,"$25,436,900.00",5,,,,
,,Kluk Farber Law,9867,"$25,024,129.00",1,,,,
GOR9094,,Gordon Feinblatt Rothman Hoffberger & Hollander,1078,"$25,000,000.00",1,,,,
,,Alliance Legal Partners,9522,"$25,000,000.00",1,,,,
,,Johnson & Oshan Law,10260,"$25,000,000.00",1,,,,
,,Borenius Attorneys,4870,"$24,600,000.00",1,,,,
,,Gernandt & Danielsson Advokatbyra,4929,"$24,600,000.00",2,,,,
,,Gutierrez Bergman Boulris,8046,"$24,600,000.00",1,,,,
,,Frisoni Associates,9874,"$24,360,000.00",1,,,,
,,Sherman Silverstein Kohl Rose & Podolsky,6470,"$24,150,000.00",1,,,,
,,Global Legal Law Firm,9541,"$24,000,000.00",1,,,,
,,Lex Nova Law,10232,"$23,762,500.00",3,,,,
,,Mogan Daniels Slager,10041,"$23,500,000.00",2,,,,
,,CHH Law,9883,"$23,280,000.00",1,,,,
,,Ashbaugh Beal,9757,"$23,000,000.00",1,,,,
,,Dysart Taylor Cotter McMonigle & Brumitt,9904,"$22,500,000.00",1,,,,
TON1461,,Tonkon Torp,2544,"$22,425,000.00",3,,,,
NYE3832,,Nyemaster Goode,1926,"$22,300,000.00",1,,,,
CHA7359,,"Chambliss, Bahner & Stophel",8071,"$21,300,000.00",1,,,,
,,McLeod Law,10130,"$21,000,000.00",1,,,,
HAR4080,,Harris Shelton Hanover Walsh,9584,"$20,500,000.00",1,,,,
,,McShane & Bowie,9583,"$20,500,000.00",1,,,,
,,MagStone Law,9741,"$20,472,850.00",1,,,,
,,National Criminal Defense Group,10083,"$20,096,250.00",1,,,,
,,Hutchison,9604,"$20,000,000.00",2,,,,
,,Miller Hahn,9728,"$20,000,000.00",1,,,,
JON5707,,"Jones, Waldo, Holbrook & McDonough",6265,"$19,040,008.00",1,,,,
,,"Neuberger, Quinn, Gielen, Rubin & Gibber",1887,"$19,000,000.00",1,,,,
,,Selman Munson & Lerner,9639,"$19,000,000.00",1,,,,
,,"Levy, Stopol & Camelo",7666,"$18,900,000.00",1,,,,
,,Koennecke Naujok,9396,"$18,900,000.00",1,,,,
,,Marion & Allen,10085,"$18,700,000.00",1,,,,
,,Beijing Shang Gong Hefei Law Office,9734,"$18,348,623.00",1,,,,
MIR4980,,Mirick O'Connell Demallie & Lougee,1789,"$18,200,000.00",2,,,,
,,Rogoway Law Group,9925,"$18,078,000.00",1,,,,
,,Haddan & Zepfel,3948,"$18,000,000.00",1,,,,
,,Jacobson Mermelstein & Squire,10245,"$18,000,000.00",1,,,,
,,Fluet Huber + Hoang,9362,"$18,000,000.00",1,,,,
MOY5164,,Moye White,1847,"$17,900,000.00",1,,,,
CON4094,Conner & Winters,Conner & Winters,583,"$17,800,000.00",2,,,,
MIC9838,Michael Best,Michael Best & Friedrich,1759,"$17,125,000.00",2,,,,
,,JV Lakiasiat,10200,"$16,700,000.00",1,,,,
,,Avance Asianajotoimisto,10198,"$16,700,000.00",1,,,,
MCD8303,,McDonald Carano,1707,"$16,567,845.00",1,,,,
,,Woodside Counsel,5704,"$16,500,000.00",2,,,,
,,"Dawda, Mann, Mulcahy & Sadler",10027,"$16,400,000.00",1,,,,
,,Pittman & Steele,9695,"$16,200,000.00",1,,,,
,,Chatillon Weiss,10122,"$15,550,000.00",1,,,,
COX3301,Cox Castle,"Cox, Castle & Nicholson",613,"$15,388,000.00",1,,,,
,,"Bregman, Berbert, Schwartz & Gilday",10037,"$15,300,000.00",1,,,,
BON2894,Bond Schoeneck,"Bond, Schoeneck & King",3453,"$15,000,000.00",1,,,,
SHU6883,Shutts & Bowen,Shutts & Bowen,2348,"$15,000,000.00",2,,,,
,,Song,9529,"$15,000,000.00",2,,,,
HIN3470,,"Hinman, Howard & Kattell",1222,"$14,900,000.00",1,,,,
,,Thompson,9922,"$14,900,000.00",1,,,not thompson and knight,
,,CBWM & Associes,9611,"$14,400,000.00",1,,,,
,,Sharon Raviv,6000,"$14,400,000.00",1,,,,
,,JB Law,10104,"$14,184,375.00",1,,,,
,,Cleber N.V.,10105,"$14,184,375.00",1,,,,
,,Harvey Kesner,6317,"$14,000,000.00",1,,,,
,,Foley Shechter Ablovatskiy,7267,"$14,000,000.00",2,,,,
,,"Gearhiser, Peters, Elliott & Cannon",9740,"$13,750,000.00",2,,,,
GRA1814,Gray Reed,Gray Reed & McGraw,7889,"$13,093,000.00",4,,,,
,,Ingram Yuzek Gainen Carroll & Bertolotti,10268,"$13,000,000.00",1,,,,
,,Burn Wall Smith & Mueller,389,"$13,000,000.00",1,,,,
,,BoyarMiller,8092,"$12,900,000.00",1,,,,
,,Bold Legal,10100,"$12,900,000.00",1,,,,
,,Ince Gordon Dadds,10017,"$12,338,814.00",1,,,,
,,Beard Winter,5442,"$12,000,000.00",1,,,,
,,Reid Rubinstein Bogatz,9944,"$12,000,000.00",1,,,,
,,Zukerman Gore Brandeis & Crossman,2784,"$12,000,000.00",1,,,,
,,"Gozdecki, Del Giudice, Americus, Farkas & Brocato",9873,"$11,850,000.00",1,,,,
,,R. Reese and Associates,10233,"$11,800,000.00",1,,,,
,,MLT Aikins,9771,"$11,675,000.00",1,,,,
,,Kingmoon & Kingyang Jiulongpo Law Firm,9995,"$11,617,500.00",1,,,,
,,KPPB Law,8088,"$11,500,000.00",1,,,,
,,Foster Graham Milstein & Calisher,9085,"$11,300,000.00",1,,,,
,,Doherty & Doherty,3727,"$11,122,911.00",1,,,,
KAU6401,"Kaufman & Canoles, P.C.",Kaufman & Canoles,1416,"$11,093,008.00",2,,,,
,,Zampino Law,9852,"$11,000,000.00",1,,,,
,,Childs Cantey Thrasher,10063,"$11,000,000.00",1,,,,
,,Blaney McMurtry,8188,"$11,000,000.00",1,,,,
,,McCotter,10062,"$10,600,000.00",1,,,,
,,Green & Sklarz,10177,"$10,500,000.00",1,,,,
BOU9208,,Boutin Jones,9576,"$10,450,000.00",1,,,,
,,Donahoe & Young,9577,"$10,450,000.00",1,,,,
,,McMenamin Law Group,9672,"$10,400,000.00",1,,,,
,,"Palmieri, Tyler, Wiener, Wilhelm & Waldron",9850,"$10,400,000.00",1,,,,
TUC8778,Tucker Ellis,Tucker Ellis,5372,"$10,300,000.00",2,,,,
,,The Small Business Law Firm,10058,"$10,250,000.00",1,,,,
KEG9132,,Kegler Brown Hill + Ritter,1434,"$10,000,000.00",2,,,,
,,"Alexander Freedman, Law Offices of",9916,"$10,000,000.00",1,,,,
,,Aird & Berlis,5284,"$10,000,000.00",1,,,,
,,Liaoning New Century Law Firm,9587,"$10,000,000.00",1,,,,
,,Nolen,9663,"$10,000,000.00",1,,,,
,,Gallinger Law,10281,"$10,000,000.00",1,,,,
,,Horn & Co.,5418,"$9,933,000.00",1,,,,
,,"Meadows, Collier, Reed, Cousins, Crouch & Ungerman",9868,"$9,600,000.00",1,,,,
SHE2709,,Sheehan Phinney,4582,"$9,500,000.00",1,,,,
,,DeMint Law,5433,"$9,500,000.00",1,,,,
,,Bosen & Associates,10115,"$9,500,000.00",1,,,,
,,Zumpano Castro,9723,"$9,452,000.00",1,,,,
,,"ChongQing Jing Mu Jin Yang Jiulongpo, Law Offices of",9731,"$9,146,340.00",1,,,,
,,Becker,10171,"$9,014,065.00",1,,,,
,,Enterprise Legal Studio,9836,"$9,000,000.00",1,,,,
,,Howell Legal,9505,"$9,000,000.00",2,,,,
,,Vectis Law,9951,"$8,900,000.00",1,,,,
,,Cheng Cohen,7388,"$8,730,000.00",1,,,,
,,Cohn Birnbaum & Shea,4896,"$8,730,000.00",1,,,,
,,Gonnell Law,9975,"$8,700,000.00",2,,,,
,,RA Feingold Law & Consulting,9931,"$8,700,000.00",2,,,,
,,Goodspeed & Merrill,7254,"$8,386,850.00",1,,,,
,,"Hurley, Toevs, Styles, Hamblin & Panter",9859,"$8,100,000.00",1,,,,
,,McNamara & Yates,9909,"$8,000,000.00",1,,,,
,,"Nevers, Palazzo, Packard, Wildermuth & Wynner",10213,"$8,000,000.00",1,,,,
,,Jack L. Hunter,7004,"$7,900,000.00",1,,,,
NAS9326,,"Nason, Yeager, Gerson, Harris & Fumero",7129,"$7,715,366.00",9,,,,
,,"Matry, Meiri",9862,"$7,600,000.00",1,,,,
,,"Winderweedle, Haines, Ward & Woodman",2724,"$7,360,000.00",1,,,,
MEL4313,,"Meltzer, Lippe, Goldstein & Breitstone",1730,"$7,300,000.00",1,,,,
,,Kavinoky Cook,1420,"$7,125,000.00",1,,,,
,,"West, Webb, Allbritton & Gentry",9595,"$7,125,000.00",1,,,,
,,"Gary J. Fernandez, Law Offices of",10184,"$7,125,000.00",1,,,,
,,Gusrae Kaplan Nusbaum,1131,"$7,124,996.00",1,,,,
,,Miller & Law,9939,"$7,100,000.00",2,,,,
,,Eitan Mehulal & Sadot Law Firm,9290,"$7,020,000.00",1,,,,
LAR4861,,Larkin Hoffman Daly & Lindgren,1530,"$7,000,000.00",1,,,,
,,Law Offices of Michael P. Pasquale,10211,"$7,000,000.00",1,,,,
,,PSL Law Group,10282,"$7,000,000.00",1,,,,
,,"Doerner, Saunders, Daniel & Anderson",745,"$6,932,193.00",3,,,,
,,Holley Driggs Law Firm,9787,"$6,850,000.00",1,,,,
,,Hansen Black Anderson Ashcraft,6083,"$6,800,000.00",2,,,,
,,Ferguson Case Orr Paterson,10214,"$6,800,000.00",1,,,,
,,Keable & Brown,9437,"$6,700,000.00",1,,,,
HAW9605,,Hawley Troxell,4944,"$6,650,000.00",1,,,,
LAN2951,,Langley & Banack,10149,"$6,500,000.00",1,,,,
,,Nygard Advisors LLC,10124,"$6,500,000.00",1,,,,
,,"Young, Williams & Ward",10275,"$6,500,000.00",1,,,,
,,Koeppel Law Group,7695,"$6,500,000.00",1,,,,
,,Sherman & Sherman,9521,"$6,500,000.00",1,,,,
,,McCollom D'Emilio Smith Uebler,9789,"$6,480,000.00",1,,,,
,,Finneran & Nicholson,8048,"$6,453,608.00",1,,,,
,,Joshpe Mooney and Paltzik,10179,"$6,453,608.00",1,,,,
,,Felicello Law,10180,"$6,453,608.00",1,,,,
,,Katz Teller Brant & Hild,4966,"$6,300,000.00",2,,,,
FRI3426,,Friedman Kaplan Seiler & Adelman,975,"$6,200,000.00",1,,,,
HAN8079,,Hancock Estabrook,7518,"$6,200,000.00",1,,,,
,,McCausland Keen + Buckman,1700,"$6,200,000.00",1,,,,
,,Pushor Mitchell,5039,"$6,086,903.00",1,,,,
,,Estudio Rubio & Asociados,9691,"$6,086,903.00",1,,,,
,,BrownWinick,365,"$6,050,000.00",1,,,,
WIL7426,Williams & Connolly,Williams & Connolly,2915,"$6,000,000.00",1,,,,
,,Acceleron Law Group,10014,"$6,000,000.00",1,,,,
,,Greenberg Freeman,7288,"$6,000,000.00",1,,,,
,,"Crady, Jewett & McCulley & Houren",9080,"$6,000,000.00",1,,,,
,,Disclosure Law Group,9483,"$6,000,000.00",4,,,,
,,Blanchard Pattison,10151,"$5,993,333.00",1,,,,
FEN1877,Fennemore Craig,Fennemore Craig,876,"$5,844,580.00",1,,,,
,,Clyde Snow & Sessions,6118,"$5,844,580.00",1,,,,
PAR7138,,Parr Brown Gee & Loveless,5324,"$5,700,000.00",1,,,,
,,"John H. Guin, Law Offices of",10134,"$5,400,000.00",1,,,,
,,Lyons O'Dowd,10135,"$5,400,000.00",1,,,,
,,"Bass, Dunklin, McCullough & Smith",9438,"$5,300,000.00",1,,,,
,,"Cowan, Liebowitz & Latman",9828,"$5,243,866.00",1,,,,
,,Indus Counsel,10068,"$5,200,000.00",1,,,,
BEL2416,,Bell Nunnally & Martin,7610,"$5,100,000.00",1,,,,
HAW7792,Hawkins Parnell,Hawkins Parnell & Young,9750,"$5,100,000.00",1,,,,
,,Brix Law,10054,"$5,100,000.00",1,,,,
,,"Thomas O. Hoffman, Law Offices of",10055,"$5,100,000.00",1,,,,
,,Stahl Cowen Crowley Addis,5504,"$5,000,000.00",1,,,,
,,McCloskey Law,10208,"$5,000,000.00",1,,,,
,,Crosbie Gliner Schiffman Southard & Swanson,7709,"$5,000,000.00",1,,,,
,,O'Daniel McDonald,9914,"$5,000,000.00",1,,,,
,,Markotsis & Lieberman,9718,"$4,700,000.00",2,,,,
,,"Redder, Bock & Associates",10103,"$4,577,500.00",1,,,,
,,"Benjamin, Gussin & Associates",10150,"$4,560,000.00",1,,,,
,,Ruta Soulios & Stratis,9675,"$4,559,600.00",2,,,,
PRE6129,Preti Flaherty,"Preti, Flaherty, Beliveau & Pachios",7318,"$4,550,000.00",2,,,,
PUL4467,,Pullman & Comley,9972,"$4,300,000.00",1,,,,
BOU5555,,Boughton Law,309,"$4,250,000.00",1,,,,
,,"Jerry J Goldstein, Law Offices of",9625,"$4,250,000.00",1,,,,
,,Harper Business Law,10101,"$4,094,700.00",1,,,,
,,Potters & Della Pietra,10102,"$4,094,700.00",1,,,,
MCB8614,,McBrayer,9304,"$4,000,000.00",1,,,,
,,Decker Jones,6247,"$4,000,000.00",1,,,,
,,Lanier Ford Shaver & Payne,6384,"$4,000,000.00",1,,,,
,,PilieroMazza,9589,"$4,000,000.00",1,,,,
,,Katz Barron,8086,"$4,000,000.00",2,,,,
,,Hasbani & Light,9037,"$3,900,000.00",1,,,,
,,Black & Gerngross,10261,"$3,900,000.00",1,,,,
TOR8439,,Torkin Manes,5382,"$3,850,000.00",2,,,,
,,Rich May,9772,"$3,780,000.00",1,,,,
,,"Baucom, Claytor, Benton, Morgan & Wood",9959,"$3,678,000.00",1,,,,
,,Crone Law Group,3651,"$3,678,000.00",6,,,,
,,Davis Gillett Mottern & Sims,6063,"$3,664,000.00",1,,,,
,,Rose Grasch Camenisch Mains,9481,"$3,664,000.00",1,,,,
,,Schmittinger & Rodriguez,9564,"$3,600,000.00",1,,,,
,,Minden Gross,8897,"$3,536,675.00",1,,,,
DOW7669,,Downs Rachlin Martin,10015,"$3,500,000.00",1,,,,
RHO1242,,Rhoades McKee,2155,"$3,500,000.00",1,,,,
,,Wolfson Bolton,9938,"$3,500,000.00",1,,,,
,,Paesano Akkashian Apkarian,7550,"$3,500,000.00",2,,,,
,,Clarke Willmott,9715,"$3,465,366.00",1,,,,
,,Sklar Williams,9318,"$3,400,000.00",1,,,,
,,Wysocki Law Group,9993,"$3,217,500.00",1,,,,
,,Ireland Stapleton Pryor & Pascoe,10216,"$3,217,500.00",1,,,,
,,Bass Sox Mercer,9659,"$3,200,000.00",2,,,,
,,R. Leslie Waycaster Jr.,9544,"$3,200,000.00",1,,,,
,,Jones & Associates,9660,"$3,200,000.00",1,,,,
,,Underwood & Roberts,9630,"$3,200,000.00",1,,,,
,,Mann Lawyers,9963,"$3,196,901.00",1,,,,
WIL4046,,"Wilentz, Goldman & Spitzer",8975,"$3,000,000.00",1,,,,
,,Fournier Legal Services,10266,"$3,000,000.00",1,,,,
,,Averitt & Alford,7217,"$3,000,000.00",1,,,,
,,"Jones, Blechman, Woltz & Kelly",8180,"$3,000,000.00",1,,,,
,,Winkel Law Office,9194,"$3,000,000.00",1,,,,
,,Speciale & Burton,9961,"$3,000,000.00",1,,,,
,,Scruggs & Carmichael,10239,"$2,900,000.00",1,,,,
,,Ortoli Rosenstadt,9617,"$2,830,800.00",3,,,,
,,Lawrence Chua Practice,9618,"$2,830,800.00",1,,,,
,,Blue HF Legal,10219,"$2,700,000.00",1,,,,
,,Simmons & Simmons,4602,"$2,598,080.00",1,,,,
,,Maldonado Law Group,9722,"$2,555,000.00",1,,,,
,,"Davis, Hutchinson & Wilkerson",7871,"$2,537,642.00",1,,,,
GRA4391,GrayRobinson,GrayRobinson,1097,"$2,534,000.00",1,,,,
,,Law Offices of Robert E. Blinstrubas,9500,"$2,510,640.00",1,,,,
,,Kent Law,9600,"$2,500,000.00",1,,,,
,,"Michael V. Caplette, Law Offices of",9896,"$2,500,000.00",1,,,,
JAM3106,,James Bates Brannan Groover,7675,"$2,325,000.00",1,,,,
WAR9020,,Ward and Smith,2632,"$2,325,000.00",1,,,,
,,Solman & Hunter,9879,"$2,300,000.00",1,,,,
,,Conway Law Group,10087,"$2,300,000.00",1,,,,
,,Irwin Lowy,7908,"$2,250,000.00",3,,,,
,,Lotz & Company,10128,"$2,250,000.00",1,,,,
OBE4157,Obermayer Rebmann,Obermayer Rebmann Maxwell & Hippel,6304,"$2,200,000.00",1,,,,
,,Mailander Law Office,7202,"$2,200,000.00",2,,,,
,,"Clifton Black, Law Offices of",9801,"$2,200,000.00",1,,,,
,,Wayne G. Wegner,10210,"$2,173,512.00",1,,,,
,,Allen Vellone Wolf Helfrich & Factor,6094,"$1,750,000.00",1,,,,
,,Borsari & Paxson,9928,"$1,750,000.00",1,,,,
,,Donnelly Minter & Kelly,10234,"$1,700,000.00",1,,,,
GER6502,,Germer,9783,"$1,660,000.00",1,,,,
,,"Slutzky, Wolfe & Bailey",7296,"$1,655,000.00",1,,,,
,,White Summers Caffee & James,9543,"$1,600,000.00",1,,,,
,,Rock Fusco & Connelly,10257,"$1,500,000.00",1,,,,
,,"Dan J. Alpert, Law Offices of",9927,"$1,500,000.00",1,,,,
,,E. Evan Cope,10001,"$1,500,000.00",1,,,,
,,Ozdinec & Witzel,10052,"$1,300,000.00",1,,,,
,,Business Legal Advisors,10053,"$1,300,000.00",1,,,,
,,Merritt & Merritt Law Firm,9646,"$1,300,000.00",2,,,,
,,C Craig Cole & Associates,7283,"$1,300,000.00",1,,,,
,,Shapero Green,9751,"$1,250,012.00",2,,,,
,,Lunn & Associates,9574,"$1,200,000.00",1,,,,
,,Harris Tate,7409,"$1,200,000.00",1,,,,
,,Archstone Law Group,10088,"$1,080,000.00",1,,,,
,,Steckler Gresham Cochran,9674,"$1,059,600.00",1,,,,
,,Richardson & Associates,2161,"$1,000,010.00",1,,,,
HER8484,Herrick Feinstein,"Herrick, Feinstein",1209,"$1,000,000.00",1,,,,
,,Ewing & Jones,6467,"$1,000,000.00",1,,,,
HAR5764,Harris Beach,Harris Beach,1170,"$30,000.00",1,,,,
ALL8866,Allen Matkins,,,,,,,,
ATH8646,Atheria Law PC,,,,,,,,
ATK5057,Atkinson Andelson,,,,,,,,
BAB1376,Babst Calland,,,,,,,,
BAL2806,Balch & Bingham,,,,,,,,
BAN2220,Banner Witcoff,,,,,,,,
BAR2845,"Baron & Budd, P.C.",,,,,,,,
BER3807,Berry Appleman,,,,,,,,
BER5120,Bernstein Shur,,,,,,,,
BES8682,Best Best & Krieger,,,,,,,,
BEV9296,Beveridge & Diamond,,,,,,,,
BIL9589,Bilzin Sumberg Baena Price & Axelrod LLP,,,,,,,,
BOI8535,Boies Schiller,,,,,,,,
BOO1724,Bookoff McAndrews,,,,,,,,
BOS3981,Bose McKinney,,,,,,,,
BOW1528,Bowman and Brooke,,,,,,,,
BRE3693,Bressler Amery,,,,,,,,
BRE4030,Bremer Whyte,,,,,,,,
BRI1078,Bricker & Eckler,,,,,,,,
BRO1848,Brouse McDowell,,,,,,,,
BRO3291,Brooks Kushman,,,,,,,,
BRO4724,Brown Sims,,,,,,,,
BRO9353,Brown & James,,,,,,,,
BUR5317,Burke Williams,,,,,,,,
BUR9014,Burns White,,,,,,,,
BUT4096,Butzel Long,,,,,,,,
BUT8137,Butler Weihmuller,,,,,,,,
CAN8188,Cantor Colburn LLP,,,,,,,,
CAR7309,Carr Allison,,,,,,,,
CAS3765,Cassiday Schade,,,,,,,,
CDF9485,CDF Labor Law,,,,,,,,
CHA3758,Chartwell Law Offices,,,,,,,,
CHI6690,Chiesa Shahinian,,,,,,,,
CIP1319,Cipriani & Werner,,,,,,,,
CLI5172,Clifford Law Offices,,,,,,,,
CLY3321,Clyde & Co,,,,,,,,
COC6144,The Cochran Firm,,,,,,,,
COH2796,Cohen Seglias Pallas Greenhall & Furman PC,,,,,,,,
COH4110,Cohen Ziffer Frenchman & McKenna LLP,,,,,,,,
COH4591,Cohen Milstein,,,,,,,,
COL2453,Cole Scott,,,,,,,,
CON2658,Conroy Simberg,,,,,,,,
CON5038,Connell Foley,,,,,,,,
CON5457,Constangy Brooks,,,,,,,,
COR2779,Cordell & Cordell,,,,,,,,
CRO4574,Crowley Fleck,,,,,,,,
CRO5443,Crowe & Dunlevy,,,,,,,,
CUL6752,Cullen & Dykman,,,,,,,,
DAV2046,Davis + Gilbert,,,,,,,,
DEW1765,DeWitt,,,,,,,,
DIA2103,Diaz Reus,,,,,,,,
DIC4124,Dickie McCamey,,,,,,,,
DRU3444,Drummond Woodsum,,,,,,,,
EIM8163,Eimer Stahl,,,,,,,,
ERI8496,"Erise IP, P.A.",,,,,,,,
FIN6140,Finnegan,,,,,,,,
FIS5507,Fisher Phillips,,,,,,,,
FIS7327,Fish & Richardson,,,,,,,,
FIT2993,Fitch Even,,,,,,,,
FLA5125,Flaster Greenberg,,,,,,,,
FOL6060,Foley & Mansfield,,,,,,,,
FOR5804,FordHarrison,,,,,,,,
FOS9990,Foster Garvey,,,,,,,,
FOW8015,Fowler White Burnett,,,,,,,,
FRA3737,Franklin & Prokopik,,,,,,,,
FRA5849,"Frankfurt Kurnit Klein & Selz, PC",,,,,,,,
FRA7996,Frantz Ward,,,,,,,,
FRA8329,Fragomen,,,,,,,,
FRE5749,Freeman Mathis,,,,,,,,
FRO3597,Fross Zelnick,,,,,,,,
FUL5541,Fullerton Beck LLP,,,,,,,,
GAB1672,GableGotwals,,,,,,,,
GAL7815,Galloway Johnson,,,,,,,,
GIB4053,Gibbs & Bruns,,,,,,,,
GOL4784,Goldberg Segalla,,,,,,,,
GOO3658,Goodell DeVries,,,,,,,,
GOR4873,Gordon & Rees,,,,,,,,
GRE2781,Greenbaum Rowe,,,,,,,,
HAH9189,Hahn Loeser,,,,,,,,
HAL3044,Hall Render,,,,,,,,
HAL3064,Hall Booth,,,,,,,,
HAL4710,Hall & Evans,,,,,,,,
HAL9043,Hall Estill,,,,,,,,
HAM6391,Hamilton Brook,,,,,,,,
HAN1847,Hanna Brophy,,,,,,,,
HAN3473,Hanson Bridgett,,,,,,,,
HAN6281,Hand Arendall,,,,,,,,
HAR6561,Harrity & Harrity,,,,,,,,
HAR9802,Harness Dickey,,,,,,,,
HAY5057,Haynsworth Sinkler,,,,,,,,
HED6713,Hedrick Gardner,,,,,,,,
HEP5262,HeplerBroom LLC,,,,,,,,
HEY7262,Heyl Royster,,,,,,,,
HIN3247,Hinshaw,,,,,,,,
HOG2347,Hoguet Newman,,,,,,,,
HOL4420,Holwell Shuster,,,,,,,,
HOL8785,Hollingsworth,,,,,,,,
IRE7719,Irell & Manella,,,,,,,,
IRW4296,Irwin Fritchie,,,,,,,,
IVI8762,Ivins Phillips,,,,,,,,
JAC7450,Jackson Lewis,,,,,,,,
JOH2327,"Johnson & Bell, Ltd.",,,,,,,,
JON8864,Jones Skelton & Hochuli,,,,,,,,
KAN4857,Kanner & Pintaluga,,,,,,,,
KAS4853,Kasowitz,,,,,,,,
KAU7590,Kaufman Borgeest,,,,,,,,
KAU9963,Kaufman Dolowich,,,,,,,,
KEE7747,Keesal Young,,,,,,,,
KEK7881,Keker Van Nest,,,,,,,,
KEL4308,Kelley Kronenberg,,,,,,,,
KIT8404,Kitch Drutchas,,,,,,,,
KLE2405,Klehr Harrison Harvey Branzburg LLP,,,,,,,,
KNO6398,Knobbe Martens,,,,,,,,
KOP5111,Kopka Pinkus,,,,,,,,
KUB8932,Kubicki Draper,,,,,,,,
LAU5640,Laughlin Falbo,,,,,,,,
LEE6006,"Leech Tishman Fuscaldo & Lampl, LLC",,,,,,,,
LEW4263,Lewis Thomason,,,,,,,,
LEW4899,Lewis Roca,,,,,,,,
LEW6280,"Lewis, Longman & Walker, P.A.",,,,,,,,
LIE1937,Liebert Cassidy,,,,,,,,
LIE5620,Lieff Cabraser,,,,,,,,
LIN8982,Linebarger Goggan,,,,,,,,
LIS1947,Liskow & Lewis,,,,,,,,
LIT5712,Litchfield Cavo,,,,,,,,
LOW5602,Lowndes,,,,,,,,
LOZ2506,Lozano Smith,,,,,,,,
LUK7241,Luks Santaniello,,,,,,,,
MAD9398,Marshall Dennehey,,,,,,,,
MAG2030,Marshall Gerstein,,,,,,,,
MAM1648,Maron Marvel,,,,,,,,
MAN6698,Manning & Kass,,,,,,,,
MAN8280,Manko Gold,,,,,,,,
